timestamp,config,all_mis_rate,low_mis_rate,high_mis_rate,all_mae,all_mdae,all_mape,all_mdape,low_mae,low_mdae,low_mape,low_mdape,high_mae,high_mdae,high_mape,high_mdape
2025-09-26 15:58:00,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 10, 'transform': 'linear', 'random_seed': 42}",0.4782608695652174,0.4993197278911565,0.3945945945945946,0.14604484881345237,0.032530846400895125,5029237248.510484,0.4406268397792966,0.13357814774919702,0.027093588304966117,4315622463.937534,0.32073358281364583,0.1870068665960056,0.08920591853818259,7373971540.678747,0.6490540266726609
2025-09-26 16:23:23,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 10, 'transform': 'normalized', 'random_seed': 42}",0.4597826086956522,0.4847222222222222,0.37,0.25566814997148135,0.06310417503373394,12791190436.074903,0.734570079199141,0.15021739908562196,0.02431055524957383,5728411807.195784,0.4476451561483193,0.5661620275798451,0.5137605748731687,33587149732.21897,3.499364195929937
2025-09-26 16:37:52,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 10, 'transform': 'softplus', 'random_seed': 42}",0.3565217391304348,0.38472032742155526,0.24598930481283424,0.29373739714983316,0.06564931867194024,22591050360.668556,0.6858616515108247,0.16405466224273502,0.03130782774826796,14433448886.934776,0.42968396632129496,0.7085382017108353,0.5748626724007767,48683804010.69647,4.725242730474805
2025-09-26 17:06:24,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 10, 'transform': 'sigmoid', 'random_seed': 42}",0.41195652173913044,0.45517241379310347,0.2512820512820513,0.18174667074654619,0.028949703747079503,24.497362599832933,0.3399160787626941,0.1630438524895848,0.016116517291079935,26.51301054071456,0.22428846690489182,0.2323467612362704,0.08320773528255775,19.04406851320115,0.8003311540939184
2025-09-26 17:32:24,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 100, 'transform': 'linear', 'random_seed': 42}",0.13369565217391305,0.16005665722379603,0.04672897196261682,0.17498694183276173,0.034481084694584774,73927426.22040147,0.4474169799051978,0.15612216188921849,0.027220993905972657,99359456.55862856,0.3963947425000093,0.22982426784512022,0.0679976774349407,4.698005970226357,0.5861214018672889
2025-09-26 17:48:11,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 100, 'transform': 'normalized', 'random_seed': 42}",0.15434782608695652,0.19667590027700832,0.0,0.3593688334586173,0.06453434120771105,14036206.97832968,0.7856437498533546,0.17371850209059161,0.03145463180225894,18827722.862790402,0.5056927109168254,0.9031930364558645,0.6987669912015522,453.37738413536636,5.356972462678599
2025-09-26 18:02:52,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 100, 'transform': 'softplus', 'random_seed': 42}",0.14673913043478262,0.17475728155339806,0.04522613065326633,0.35943752271867113,0.06660446253656457,16504280.28787494,0.8103363870560677,0.19984420936355132,0.04045944108983803,21351171.121756647,0.5796185539501036,0.8592165829623356,0.5281466242614898,1325858.9922980105,4.8091329426485006
2025-09-26 18:29:06,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 100, 'transform': 'sigmoid', 'random_seed': 42}",0.09456521739130434,0.11888111888111888,0.00975609756097561,0.1689120954267211,0.03076063905293891,13.452636269776324,0.3778269243191221,0.1450458424236088,0.02441300745236105,13.944147983174261,0.27847340343047194,0.24297977716051777,0.07260664949687895,11.927255090265481,0.6887280673494233
2025-09-26 19:19:42,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 1000, 'transform': 'linear', 'random_seed': 42}",0.09130434782608696,0.11511789181692095,0.005025125628140704,0.22280617096920552,0.03581731465089927,7.966935674404454,0.4470564247995674,0.2124139344272381,0.029587322775826597,9.666618957793714,0.40793169281488634,0.2562922664933226,0.07452016807918399,2.490178427927951,0.6344625165238738
2025-09-26 19:44:31,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 1000, 'transform': 'normalized', 'random_seed': 42}",0.11956521739130435,0.1532033426183844,0.0,0.3829464727694331,0.062378688076489164,222.29288366117893,0.7782088428872527,0.20855706324340498,0.03621395153493549,218.3687040232008,0.49181449554729295,0.9078413291646071,0.7474786418570021,234.10427583885578,5.559045880584958
2025-09-26 20:07:32,"{'n_m_configs': 10, 'n_p_configs': 10, 'n_eps_configs': 10, 'k': 1000, 'transform': 'softplus', 'random_seed': 42}",0.10326086956521739,0.13231197771587744,0.0,0.3950465500625374,0.06226863236409088,12399465.886576137,0.7870918253293213,0.2308128530593604,0.0353113450366144,16419728.468229532,0.5443979602175851,0.9015692888396628,0.7515672244625472,339.2114767995572,5.062061385029152
