best_r1,best_r2,best_r_concat,group
0.001058625488239518,0.056389527800266494,0.44996710289640374,high
0.004924062966239431,0.002493937704136266,1.1901154510313965,high
0.00046277895929705104,0.0026978335081043405,0.0009795001740686335,high
0.002700190751970043,0.03808507685231428,0.5132764248620846,high
0.0041633464551558705,0.05500547666447523,1.1986407300936641,high
0.005626998079092999,0.01681608552908732,0.9720605898078702,high
0.006498623321356322,0.008010734938844983,1.6683043997049891,high
0.2120905754086885,0.022981547567958237,0.2683085002361681,high
0.03808507685231428,0.043434173538784246,0.23860934578132764,high
0.02396636226128167,0.009297924447732024,5.2946067960109495,high
0.003128656023963755,0.01776828914780287,1.2335896081610969,high
0.035081760146836324,0.0029380211841932543,1.6347372189819318,high
0.005626998079092999,0.006840173287281744,0.008089709841083162,high
4.290559188632895e-06,0.08751893066978607,0.6121723461030201,high
0.0075153346553647775,0.006866799985054423,0.007355244408438083,high
0.0238577020697435,0.0016850152740006813,0.01227981792921144,high
0.002359150731934923,0.24900587372291416,0.6773845475965043,high
0.0675726716212354,0.031731705579745154,0.961485561281478,high
0.0188247956153274,0.02346136183234285,1.9854688476419284,high
0.014987094644314856,0.0075153346553647775,1.5070970257688578,high
0.013309275539627017,0.0026104568140979546,0.013045693668603682,high
0.0008479201210236673,0.01681608552908732,1.439382717250926,high
0.03400091439725891,0.020598127770197507,0.022382890096635077,high
3.5059106937814334e-05,0.24900587372291416,0.0049548810726149995,high
0.05416468839687199,0.003785164232577155,1.364608241998958,high
0.001471648325338625,0.0011218260783887324,0.0023005481790015227,high
0.0026978335081043405,0.0369973741015434,1.6393269937929025,high
0.06748544932703146,0.031731705579745154,0.03207971866644756,high
0.0009877776578893413,3.5059106937814334e-05,0.9270831472959783,high
0.0026248124366439396,0.04639193939388683,0.009087347851101723,high
0.03292293360095105,0.006802495610919366,0.29269952374111424,high
1.8612117895966222e-06,0.04070042197147075,1.0280846163787443,high
0.005626998079092999,0.009316273800323878,1.147968371675251,high
0.14501403317281558,0.0038164083359485505,0.00776371134863556,high
0.02396636226128167,0.00018874948601662348,0.00676259890618068,high
0.0023685513726967207,0.005107149556506964,0.005031778533162526,high
0.005443510900261806,0.0776776728273304,0.07730454140234766,high
0.03292293360095105,0.2590855074553902,0.2699856571866497,high
0.0007181792557454349,0.05783490398788474,0.042305058156279836,high
